itemNumber,title,cout,cin
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-10-10 10:04:00","2008-11-17 18:11:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-10-10 10:04:00","2008-11-28 10:31:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-10-10 10:04:00","2008-12-02 14:53:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-01-05 10:24:00","2009-01-24 11:41:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-01-25 15:01:00","2009-02-10 17:24:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-01-25 15:01:00","2009-02-12 16:47:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-01-25 15:01:00","2009-02-13 11:25:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-01-25 15:01:00","2009-02-28 16:00:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-03-04 12:00:00","2009-03-25 17:43:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-03-04 12:00:00","2009-03-30 10:55:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-03-04 12:00:00","2009-03-31 11:08:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-04-05 12:15:00","2009-05-08 10:37:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-05-12 12:14:00","2009-06-01 12:11:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-06-05 12:11:00","2009-06-24 10:07:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-06-05 12:11:00","2009-06-25 11:28:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-07-05 15:42:00","2009-07-29 13:37:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-07-05 15:42:00","2009-07-30 12:07:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-08-08 10:31:00","2009-09-21 10:53:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-09-24 18:25:00","2009-10-20 12:46:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-09-24 18:25:00","2009-10-31 10:58:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-09-24 18:25:00","2009-11-13 11:13:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-09-24 18:25:00","2009-11-14 11:05:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-11-16 13:56:00","2009-11-25 17:04:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-11-16 13:56:00","2009-11-28 14:02:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-11-16 13:56:00","2009-11-30 16:37:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-12-02 19:59:00","2009-12-21 11:40:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-12-02 19:59:00","2010-01-02 15:18:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-12-02 19:59:00","2010-01-12 10:02:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-12-02 19:59:00","2010-01-13 12:36:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-01-16 11:35:00","2010-01-23 17:05:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-01-16 11:35:00","2010-01-30 10:48:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-02-01 18:04:00","2010-03-03 13:28:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-02-01 18:04:00","2010-03-04 10:02:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-03-08 16:46:00","2010-03-29 16:21:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-03-31 11:15:00","2010-04-21 14:46:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-03-31 11:15:00","2010-04-22 13:15:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-05-23 14:17:00","2010-06-02 13:11:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-05-23 14:17:00","2010-06-11 21:37:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-05-23 14:17:00","2010-06-12 11:17:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-06-20 16:02:00","2010-07-05 18:11:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-06-20 16:02:00","2010-07-17 16:36:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-06-20 16:02:00","2010-07-18 16:25:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-09-07 15:29:00","2010-09-22 18:05:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-09-07 15:29:00","2010-09-24 11:16:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-09-07 15:29:00","2010-09-27 12:39:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-10-02 15:34:00","2010-12-18 22:03:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-10-02 15:34:00","2010-12-20 12:57:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-02-05 11:52:00","2011-04-10 13:04:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-02-05 11:52:00","2011-05-09 12:18:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-05-15 14:28:00","2011-07-05 13:33:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-07-09 14:44:00","2011-07-23 16:02:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-07-09 14:44:00","2011-07-26 12:30:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-11-01 12:27:00","2011-12-21 13:07:00"
3228033,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2012-03-24 17:19:00","2012-06-09 16:09:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","1970-01-01 00:00:00","2008-08-10 16:19:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","1970-01-01 00:00:00","2008-08-12 13:54:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-08-19 19:01:00","2008-10-03 12:12:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-10-07 11:05:00","2008-10-27 13:57:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-10-07 11:05:00","2008-11-10 13:58:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-11-12 18:50:00","2008-12-06 17:04:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-11-12 18:50:00","2008-12-10 12:20:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-12-23 15:38:00","2009-01-17 13:27:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-12-23 15:38:00","2009-01-19 22:29:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-12-23 15:38:00","2009-01-22 10:07:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-12-23 15:38:00","2009-02-06 10:15:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-12-23 15:38:00","2009-02-21 12:11:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-12-23 15:38:00","2009-02-23 15:03:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-02-24 16:07:00","2009-03-04 16:05:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-02-24 16:07:00","2009-03-05 10:12:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-03-07 15:03:00","2009-03-17 13:34:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-03-07 15:03:00","2009-03-31 12:26:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-04-08 13:58:00","2009-05-04 13:32:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-04-08 13:58:00","2009-05-16 14:24:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-04-08 13:58:00","2009-05-18 18:21:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-04-08 13:58:00","2009-05-22 14:32:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-05-26 13:30:00","2009-06-12 18:03:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-06-13 11:39:00","2009-09-14 17:53:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-06-13 11:39:00","2009-10-20 17:15:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-06-13 11:39:00","2009-10-21 11:23:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-10-23 18:01:00","2010-02-11 17:41:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-10-23 18:01:00","2010-03-01 12:42:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-03-04 17:27:00","2010-04-01 13:24:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-03-04 17:27:00","2010-04-02 11:07:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-03-04 17:27:00","2010-04-23 12:53:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-05-26 15:39:00","2010-05-28 16:05:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-05-26 15:39:00","2010-06-02 22:23:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-06-10 19:22:00","2010-07-11 15:52:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-06-10 19:22:00","2010-07-13 09:23:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-07-13 14:27:00","2010-07-13 14:32:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-07-13 14:27:00","2010-07-15 10:39:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-07-21 12:00:00","2010-08-14 12:33:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-07-21 12:00:00","2010-08-19 21:25:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-08-20 10:08:00","2010-09-27 13:46:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-08-20 10:08:00","2010-10-04 10:05:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-08-20 10:08:00","2010-10-13 13:12:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-11-09 19:32:00","2010-11-29 19:10:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-12-01 12:52:00","2011-01-12 19:03:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-12-01 12:52:00","2011-01-18 16:07:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-01-24 18:43:00","2011-02-24 16:52:00"
3228034,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-11-18 17:29:00","2011-12-10 17:37:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-08-15 15:41:00","2008-09-20 15:05:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-08-15 15:41:00","2008-09-22 13:41:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-08-15 15:41:00","2008-09-23 10:44:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-09-25 18:11:00","2008-10-23 11:01:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-10-27 19:47:00","2008-11-21 15:52:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2008-12-20 14:53:00","2009-01-08 10:50:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-01-08 15:20:00","2009-01-21 15:39:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-01-08 15:20:00","2009-01-23 10:46:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-01-31 15:51:00","2009-02-22 16:33:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-01-31 15:51:00","2009-02-24 14:03:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-02-26 17:45:00","2009-03-11 19:15:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-02-26 17:45:00","2009-03-14 15:50:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-03-17 13:59:00","2009-04-01 18:33:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-04-03 17:56:00","2009-06-07 00:00:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-04-03 17:56:00","2009-06-08 19:25:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-04-03 17:56:00","2009-06-12 15:29:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-04-03 17:56:00","2009-06-13 15:59:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-06-25 10:08:00","2009-07-21 19:22:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-06-25 10:08:00","2009-07-24 19:26:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-06-25 10:08:00","2009-08-09 13:50:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-08-12 13:57:00","2009-08-12 14:41:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-11-12 16:40:00","2009-12-04 17:15:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-11-12 16:40:00","2009-12-06 12:33:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-11-12 16:40:00","2009-12-30 11:32:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2009-11-12 16:40:00","2009-12-31 11:25:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-01-02 15:03:00","2010-01-15 16:21:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-01-02 15:03:00","2010-01-21 10:22:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-01-27 18:57:00","2010-02-19 11:16:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-01-27 18:57:00","2010-02-20 10:34:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-01-27 18:57:00","2010-03-03 21:34:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-01-27 18:57:00","2010-03-04 12:09:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-03-10 10:21:00","2010-04-23 19:27:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-03-10 10:21:00","2010-04-24 11:55:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-04-28 17:42:00","2010-05-10 19:55:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-04-28 17:42:00","2010-05-13 22:56:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-04-28 17:42:00","2010-05-15 12:06:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-04-28 17:42:00","2010-05-26 20:04:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-04-28 17:42:00","2010-05-28 11:15:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-05-29 13:52:00","2010-06-01 14:53:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-05-29 13:52:00","2010-06-16 13:49:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-05-29 13:52:00","2010-06-18 10:36:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-05-29 13:52:00","2010-06-19 13:37:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-06-20 15:10:00","2010-07-25 15:27:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-06-20 15:10:00","2010-08-04 17:45:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-06-20 15:10:00","2010-08-07 16:50:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-06-20 15:10:00","2010-08-09 14:15:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2010-12-17 13:05:00","2011-02-09 13:14:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-02-14 15:03:00","2011-03-07 14:14:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-04-05 17:49:00","2011-04-22 15:07:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-04-05 17:49:00","2011-05-16 18:08:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-05-21 17:45:00","2011-06-01 18:39:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-05-21 17:45:00","2011-06-06 11:14:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-09-10 12:08:00","2011-09-17 16:19:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-09-23 16:17:00","2011-10-04 17:34:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-11-27 13:29:00","2011-12-17 17:03:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2011-12-21 16:40:00","2012-01-05 15:32:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2012-06-16 16:39:00","2012-07-11 12:01:00"
3228035,"SharePoint 2007 users guide learning Microsofts collaboration and productivity platform","2012-08-23 16:43:00","2012-09-10 19:03:00"
3238598,"Wireless home networking for dummies","1970-01-01 00:00:00","2008-09-19 11:27:00"
3238598,"Wireless home networking for dummies","2008-10-15 12:24:00","2008-11-24 19:35:00"
3238598,"Wireless home networking for dummies","2009-01-11 15:38:00","2009-03-16 18:03:00"
3238598,"Wireless home networking for dummies","2009-03-22 16:55:00","2009-05-24 16:27:00"
3238598,"Wireless home networking for dummies","2009-06-09 12:48:00","2009-07-16 10:33:00"
3238598,"Wireless home networking for dummies","2009-06-09 12:48:00","2009-07-24 10:54:00"
3238598,"Wireless home networking for dummies","2009-07-27 16:37:00","2009-08-07 17:05:00"
3238598,"Wireless home networking for dummies","2009-08-25 12:28:00","2009-11-10 11:58:00"
3238598,"Wireless home networking for dummies","2009-11-10 16:15:00","2010-01-09 12:02:00"
3238598,"Wireless home networking for dummies","2009-11-10 16:15:00","2010-01-11 22:00:00"
3238598,"Wireless home networking for dummies","2010-04-23 14:47:00","2010-06-01 13:10:00"
3238598,"Wireless home networking for dummies","2010-06-10 15:04:00","2010-06-14 19:21:00"
3238598,"Wireless home networking for dummies","2011-03-21 13:08:00","2011-04-08 12:42:00"
3238598,"Wireless home networking for dummies","2011-05-23 17:02:00","2011-05-23 18:20:00"
3238598,"Wireless home networking for dummies","2011-05-23 17:02:00","2011-06-02 11:33:00"
3238598,"Wireless home networking for dummies","2011-06-04 14:02:00","2011-08-20 11:52:00"
3238598,"Wireless home networking for dummies","2011-09-10 11:25:00","2011-12-29 17:17:00"
3238598,"Wireless home networking for dummies","2012-04-27 12:55:00","2012-04-30 12:41:00"
3238599,"Wireless home networking for dummies","2009-01-09 15:45:00","2009-02-07 14:52:00"
3238599,"Wireless home networking for dummies","2009-02-22 15:27:00","2009-04-30 14:09:00"
3238599,"Wireless home networking for dummies","2009-05-04 16:29:00","2009-05-17 14:22:00"
3238599,"Wireless home networking for dummies","2009-05-04 16:29:00","2009-06-25 11:30:00"
3238599,"Wireless home networking for dummies","2009-06-29 13:22:00","2009-09-09 15:45:00"
3238599,"Wireless home networking for dummies","2009-09-16 14:32:00","2009-09-27 16:30:00"
3238599,"Wireless home networking for dummies","2009-09-16 14:32:00","2009-12-02 10:57:00"
3238599,"Wireless home networking for dummies","2011-01-28 11:37:00","2011-04-02 12:22:00"
3238599,"Wireless home networking for dummies","2011-01-28 11:37:00","2011-05-29 18:23:00"
3238599,"Wireless home networking for dummies","2011-01-28 11:37:00","2011-05-31 13:16:00"
3238599,"Wireless home networking for dummies","2011-06-04 11:32:00","2011-06-17 14:12:00"
3238599,"Wireless home networking for dummies","2011-07-06 11:32:00","2011-09-19 17:48:00"
3238599,"Wireless home networking for dummies","2012-02-17 16:30:00","2012-04-19 13:32:00"
3238599,"Wireless home networking for dummies","2012-07-17 12:33:00","2012-07-24 13:04:00"
3238600,"Wireless home networking for dummies","1970-01-01 00:00:00","2008-08-26 11:34:00"
3238600,"Wireless home networking for dummies","1970-01-01 00:00:00","2008-08-27 09:51:00"
3238600,"Wireless home networking for dummies","2008-09-02 13:59:00","2008-09-15 14:35:00"
3238600,"Wireless home networking for dummies","2008-10-07 17:52:00","2008-10-28 18:15:00"
3238600,"Wireless home networking for dummies","2008-12-30 17:35:00","2009-01-20 13:48:00"
3238600,"Wireless home networking for dummies","2009-03-30 13:22:00","2009-04-29 16:55:00"
3238600,"Wireless home networking for dummies","2009-03-30 13:22:00","2009-04-30 12:04:00"
3238600,"Wireless home networking for dummies","2009-05-02 15:16:00","2009-06-15 18:14:00"
3238600,"Wireless home networking for dummies","2009-05-02 15:16:00","2009-06-20 17:57:00"
3238600,"Wireless home networking for dummies","2009-05-02 15:16:00","2009-06-22 18:46:00"
3238601,"Wireless home networking for dummies","1970-01-01 00:00:00","2008-08-18 14:36:00"
3238601,"Wireless home networking for dummies","2008-09-07 12:56:00","2008-09-12 13:42:00"
3238601,"Wireless home networking for dummies","2008-09-07 12:56:00","2008-09-13 21:18:00"
3238601,"Wireless home networking for dummies","2008-09-15 18:55:00","2008-09-23 11:35:00"
3238601,"Wireless home networking for dummies","2008-09-26 16:02:00","2008-11-05 17:18:00"
3238601,"Wireless home networking for dummies","2008-09-26 16:02:00","2009-01-17 10:53:00"
3238601,"Wireless home networking for dummies","2009-01-21 12:54:00","2009-02-23 15:12:00"
3238601,"Wireless home networking for dummies","2009-01-21 12:54:00","2009-05-04 12:35:00"
3238601,"Wireless home networking for dummies","2009-05-04 16:06:00","2009-05-16 16:51:00"
3238601,"Wireless home networking for dummies","2009-06-17 16:56:00","2009-12-11 20:15:00"
3238601,"Wireless home networking for dummies","2010-02-20 17:42:00","2010-04-03 15:49:00"
3238601,"Wireless home networking for dummies","2010-07-12 17:44:00","2010-08-09 17:20:00"
3238601,"Wireless home networking for dummies","2010-10-18 13:29:00","2010-11-03 17:48:00"
3238601,"Wireless home networking for dummies","2010-11-10 14:33:00","2011-01-12 18:58:00"
3238601,"Wireless home networking for dummies","2011-02-12 17:01:00","2011-02-20 15:20:00"
3238601,"Wireless home networking for dummies","2011-02-12 17:01:00","2011-03-12 18:28:00"
3238601,"Wireless home networking for dummies","2011-02-12 17:01:00","2011-03-13 12:20:00"
3238601,"Wireless home networking for dummies","2011-03-14 15:04:00","2011-04-02 16:10:00"
3238601,"Wireless home networking for dummies","2011-05-10 14:24:00","2011-06-11 11:32:00"
3238601,"Wireless home networking for dummies","2011-05-10 14:24:00","2011-06-13 10:47:00"
3238601,"Wireless home networking for dummies","2011-05-10 14:24:00","2011-06-14 14:22:00"
3238601,"Wireless home networking for dummies","2011-06-15 14:55:00","2011-06-21 13:10:00"
3238601,"Wireless home networking for dummies","2011-07-03 14:12:00","2011-07-26 14:17:00"
3238601,"Wireless home networking for dummies","2011-08-16 14:27:00","2011-09-20 15:57:00"
3238601,"Wireless home networking for dummies","2011-09-21 11:43:00","2011-10-11 10:44:00"
3238601,"Wireless home networking for dummies","2012-01-09 12:01:00","2012-01-11 11:07:00"
3238601,"Wireless home networking for dummies","2012-03-02 16:55:00","2012-03-10 14:56:00"
3238602,"Wireless home networking for dummies","2008-09-17 16:22:00","2008-10-07 16:01:00"
3238602,"Wireless home networking for dummies","2008-11-21 14:32:00","2008-12-12 13:28:00"
3238602,"Wireless home networking for dummies","2009-01-24 16:15:00","2009-03-03 16:21:00"
3238602,"Wireless home networking for dummies","2009-06-12 15:49:00","2009-06-30 16:04:00"
3238602,"Wireless home networking for dummies","2009-08-17 19:52:00","2009-11-08 14:31:00"
3238602,"Wireless home networking for dummies","2009-12-20 15:01:00","2010-01-07 12:59:00"
3238602,"Wireless home networking for dummies","2010-01-07 19:33:00","2010-01-25 16:47:00"
3238602,"Wireless home networking for dummies","2010-03-24 17:30:00","2010-06-08 13:59:00"
3238602,"Wireless home networking for dummies","2010-10-05 17:10:00","2010-12-02 15:14:00"
3238602,"Wireless home networking for dummies","2012-02-14 16:16:00","2012-03-12 19:11:00"
3238602,"Wireless home networking for dummies","2012-07-15 13:23:00","2012-09-14 17:46:00"
3238602,"Wireless home networking for dummies","2012-12-15 16:25:00","2013-02-19 16:54:00"
3238602,"Wireless home networking for dummies","2013-06-24 17:06:00","2013-07-02 19:07:00"
3238602,"Wireless home networking for dummies","2013-08-20 17:03:00","2013-10-19 17:18:00"
3238602,"Wireless home networking for dummies","2013-11-16 12:41:00","2014-01-08 16:43:00"
3238602,"Wireless home networking for dummies","2014-02-11 13:42:00","2014-03-29 11:50:00"
3238603,"Wireless home networking for dummies","1970-01-01 00:00:00","2008-08-18 15:34:00"
3238603,"Wireless home networking for dummies","2008-08-20 10:57:00","2008-09-25 15:32:00"
3238603,"Wireless home networking for dummies","2008-10-08 15:20:00","2008-11-21 16:33:00"
3238603,"Wireless home networking for dummies","2008-10-08 15:20:00","2008-11-25 15:37:00"
3238603,"Wireless home networking for dummies","2008-10-08 15:20:00","2008-11-26 11:31:00"
3238603,"Wireless home networking for dummies","2008-10-08 15:20:00","2009-01-29 22:04:00"
3238603,"Wireless home networking for dummies","2008-10-08 15:20:00","2009-01-31 10:48:00"
3238603,"Wireless home networking for dummies","2009-02-14 12:52:00","2009-02-15 16:17:00"
3238603,"Wireless home networking for dummies","2009-06-20 14:43:00","2009-07-07 18:36:00"
3238603,"Wireless home networking for dummies","2009-08-21 13:33:00","2009-09-29 19:26:00"
